"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,39184.505220323,13061.5017401077,82.6011925007561,2.8643283624515e-05
"color",3,2661.83315742514,887.277719141714,5.61116165191066,0.0355474699582862
"Residuals",6,948.763668756098,158.127278126016,NA,NA
