"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.00287765606257639,0.000959218687525463,10.7356534630711,0.0128211760472747
"color",3,0.000794659656035928,0.000264886552011976,2.96463180545869,0.136242882817744
"Residuals",5,0.000446744434712345,8.9348886942469e-05,NA,NA
