"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.00402385183745998,0.00134128394581999,5.3138948012446,0.0398580579832087
"color",3,0.00111921774875132,0.000373072582917107,1.47803786441217,0.312257198468992
"Residuals",6,0.0015144642443872,0.000252410707397866,NA,NA
